1241	1094	217.0	+1
931	718	93.0	+1
990	343	34.0	+1
1858	825	834.0	-1
1981	1084	957.0	-1
598	808	426.0	+1
996	464	28.0	+1
595	990	429.0	+1
1278	138	254.0	+1
1225	233	201.0	+1
1152	1171	128.0	+1
331	922	693.0	+1
1970	522	946.0	-1
2043	1161	1019.0	-1
1491	552	467.0	+1
826	520	198.0	+1
158	116	866.0	-1
1614	388	590.0	+1
998	104	26.0	+1
1223	1173	199.0	+1
1995	173	971.0	-1
2035	703	1011.0	-1
466	773	558.0	+1
806	388	218.0	+1
1655	944	631.0	+1
1582	255	558.0	+1
1368	611	344.0	+1
1378	402	354.0	+1
1594	963	570.0	+1
581	135	443.0	+1
1628	507	604.0	+1
181	1199	843.0	-1
579	719	445.0	+1
1470	69	446.0	+1
1027	255	3.0	+1
1172	320	148.0	+1
1462	193	438.0	+1
1685	254	661.0	+1
389	871	635.0	+1
1849	798	825.0	-1
1740	321	716.0	+1
1913	594	889.0	-1
1883	389	859.0	-1
1008	30	16.0	+1
275	304	749.0	+1
417	38	607.0	+1
619	752	405.0	+1
304	1091	720.0	+1
556	1178	468.0	+1
937	887	87.0	+1
487	519	537.0	+1
1366	884	342.0	+1
926	1041	98.0	+1
1763	111	739.0	+1
1519	770	495.0	+1
1576	1092	552.0	+1
505	765	519.0	+1
768	299	256.0	+1
1217	536	193.0	+1
175	552	849.0	-1
1290	1033	266.0	+1
1627	1164	603.0	+1
517	224	507.0	+1
1189	788	165.0	+1
1835	467	811.0	-1
35	1123	989.0	-1
1028	255	4.0	+1
168	457	856.0	-1
444	1072	580.0	+1
159	588	865.0	-1
1245	333	221.0	+1
666	627	358.0	+1
893	586	131.0	+1
814	98	210.0	+1
646	659	378.0	+1
511	1177	513.0	+1
566	436	458.0	+1
1305	597	281.0	+1
1847	670	823.0	-1
232	1154	792.0	-1
1042	156	18.0	+1
1087	1050	63.0	+1
1296	514	272.0	+1
733	849	291.0	+1
1644	1030	620.0	+1
154	99	870.0	-1
793	262	231.0	+1
122	369	902.0	-1
1838	62	814.0	-1
1032	1011	8.0	+1
1902	659	878.0	-1
469	970	555.0	+1
971	376	53.0	+1
1078	6	54.0	+1
578	596	446.0	+1
389	20	635.0	+1
1213	983	189.0	+1
890	945	134.0	+1
1934	537	910.0	-1
1542	1178	518.0	+1
1726	971	702.0	+1
1651	917	627.0	+1
404	722	620.0	+1
1902	773	878.0	-1
901	128	123.0	+1
1409	101	385.0	+1
1294	1061	270.0	+1
998	199	26.0	+1
623	641	401.0	+1
738	394	286.0	+1
197	535	827.0	-1
1506	519	482.0	+1
1708	777	684.0	+1
2031	203	1007.0	-1
1375	240	351.0	+1
1097	934	73.0	+1
917	525	107.0	+1
1559	967	535.0	+1
1947	625	923.0	-1
1444	673	420.0	+1
385	294	639.0	+1
651	992	373.0	+1
1768	1116	744.0	+1
1311	1017	287.0	+1
1303	789	279.0	+1
1551	218	527.0	+1
1018	766	6.0	+1
422	78	602.0	+1
294	421	730.0	+1
1361	562	337.0	+1
1882	788	858.0	-1
1405	256	381.0	+1
1860	650	836.0	-1
276	241	748.0	+1
1556	638	532.0	+1
1756	226	732.0	+1
1546	39	522.0	+1
248	848	776.0	-1
900	170	124.0	+1
108	799	916.0	-1
1136	152	112.0	+1
1819	1124	795.0	-1
499	624	525.0	+1
878	780	146.0	+1
222	226	802.0	-1
1710	703	686.0	+1
242	205	782.0	-1
1040	460	16.0	+1
1980	220	956.0	-1
939	548	85.0	+1
1981	766	957.0	-1
958	4	66.0	+1
220	650	804.0	-1
1574	637	550.0	+1
920	454	104.0	+1
1205	619	181.0	+1
1228	265	204.0	+1
79	35	945.0	-1
1504	1213	480.0	+1
1480	370	456.0	+1
806	701	218.0	+1
763	1046	261.0	+1
987	463	37.0	+1
1326	565	302.0	+1
317	185	707.0	+1
427	415	597.0	+1
639	435	385.0	+1
1402	487	378.0	+1
1277	820	253.0	+1
1126	366	102.0	+1
820	968	204.0	+1
55	311	969.0	-1
664	583	360.0	+1
798	1016	226.0	+1
867	1188	157.0	+1
1648	1001	624.0	+1
1191	1024	167.0	+1
1125	1130	101.0	+1
1983	1085	959.0	-1
58	151	966.0	-1
1427	123	403.0	+1
1821	363	797.0	-1
1464	469	440.0	+1
430	136	594.0	+1
1721	1188	697.0	+1
1338	573	314.0	+1
249	94	775.0	-1
1306	156	282.0	+1
1374	273	350.0	+1
1070	114	46.0	+1
226	804	798.0	-1
2015	1045	991.0	-1
1953	697	929.0	-1
1648	1116	624.0	+1
502	578	522.0	+1
389	639	635.0	+1
980	1161	44.0	+1
168	898	856.0	-1
417	246	607.0	+1
659	1172	365.0	+1
806	211	218.0	+1
1103	959	79.0	+1
1878	244	854.0	-1
845	90	179.0	+1
1350	596	326.0	+1
296	913	728.0	+1
1260	258	236.0	+1
283	998	741.0	+1
1460	113	436.0	+1
1750	731	726.0	+1
325	197	699.0	+1
1113	750	89.0	+1
1201	67	177.0	+1
1999	1136	975.0	-1
936	408	88.0	+1
1907	548	883.0	-1
1331	201	307.0	+1
